drug1,drug2,cell line,drugname1,drugname2
6396,256942,RPMI-8226,Thiotepa,4'-Epiadriamycin
752,256942,RPMI-8226,Thioguanine,4'-Epiadriamycin
45388,256942,RPMI-8226,Dacarbazine,4'-Epiadriamycin
38721,256942,RPMI-8226,Mitotane,4'-Epiadriamycin
138783,256942,RPMI-8226,Bendamustine hydrochloride,4'-Epiadriamycin
740,27640,RPMI-8226,Methotrexate,Floxuridine
3053,27640,RPMI-8226,Dactinomycin,Floxuridine
3088,27640,RPMI-8226,Chlorambucil,Floxuridine
26271,27640,RPMI-8226,Cyclophosphamide,Floxuridine
14229,27640,RPMI-8226,Quinacrine hydrochloride,Floxuridine
1390,27640,RPMI-8226,Allopurinol,Floxuridine
750,27640,RPMI-8226,Busulfan,Floxuridine
8806,27640,RPMI-8226,Melphalan,Floxuridine
755,27640,RPMI-8226,Mercaptopurine,Floxuridine
19893,27640,RPMI-8226,Fluorouracil,Floxuridine
26980,27640,RPMI-8226,Mitomycin,Floxuridine
6396,27640,RPMI-8226,Thiotepa,Floxuridine
752,27640,RPMI-8226,Thioguanine,Floxuridine
32065,49842,RPMI-8226,Hydroxyurea,Vinblastine sulfate
45923,49842,RPMI-8226,Methoxsalen,Vinblastine sulfate
740,49842,RPMI-8226,Methotrexate,Vinblastine sulfate
3053,49842,RPMI-8226,Dactinomycin,Vinblastine sulfate
3088,49842,RPMI-8226,Chlorambucil,Vinblastine sulfate
26271,49842,RPMI-8226,Cyclophosphamide,Vinblastine sulfate
14229,49842,RPMI-8226,Quinacrine hydrochloride,Vinblastine sulfate
1390,49842,RPMI-8226,Allopurinol,Vinblastine sulfate
27640,49842,RPMI-8226,Floxuridine,Vinblastine sulfate
750,49842,RPMI-8226,Busulfan,Vinblastine sulfate
8806,49842,RPMI-8226,Melphalan,Vinblastine sulfate
755,49842,RPMI-8226,Mercaptopurine,Vinblastine sulfate
19893,49842,RPMI-8226,Fluorouracil,Vinblastine sulfate
26980,49842,RPMI-8226,Mitomycin,Vinblastine sulfate
6396,49842,RPMI-8226,Thiotepa,Vinblastine sulfate
752,49842,RPMI-8226,Thioguanine,Vinblastine sulfate
45388,49842,RPMI-8226,Dacarbazine,Vinblastine sulfate
38721,49842,RPMI-8226,Mitotane,Vinblastine sulfate
32065,109724,RPMI-8226,Hydroxyurea,Ifosfamide
45923,109724,RPMI-8226,Methoxsalen,Ifosfamide
66847,109724,RPMI-8226,Thalidomide,Ifosfamide
82151,109724,RPMI-8226,Daunorubicin hydrochloride,Ifosfamide
740,109724,RPMI-8226,Methotrexate,Ifosfamide
3053,109724,RPMI-8226,Dactinomycin,Ifosfamide
67574,109724,RPMI-8226,Vincristine sulfate,Ifosfamide
71423,109724,RPMI-8226,Megestrol acetate,Ifosfamide
3088,109724,RPMI-8226,Chlorambucil,Ifosfamide
26271,109724,RPMI-8226,Cyclophosphamide,Ifosfamide
14229,109724,RPMI-8226,Quinacrine hydrochloride,Ifosfamide
102816,109724,RPMI-8226,Azacitidine,Ifosfamide
63878,109724,RPMI-8226,Cytarabine hydrochloride,Ifosfamide
1390,109724,RPMI-8226,Allopurinol,Ifosfamide
27640,109724,RPMI-8226,Floxuridine,Ifosfamide
49842,109724,RPMI-8226,Vinblastine sulfate,Ifosfamide
750,109724,RPMI-8226,Busulfan,Ifosfamide
85998,109724,RPMI-8226,Streptozocin,Ifosfamide
8806,109724,RPMI-8226,Melphalan,Ifosfamide
92859,109724,RPMI-8226,Arsenic trioxide,Ifosfamide
755,109724,RPMI-8226,Mercaptopurine,Ifosfamide
19893,109724,RPMI-8226,Fluorouracil,Ifosfamide
105014,109724,RPMI-8226,Cladribine,Ifosfamide
26980,109724,RPMI-8226,Mitomycin,Ifosfamide
6396,109724,RPMI-8226,Thiotepa,Ifosfamide
752,109724,RPMI-8226,Thioguanine,Ifosfamide
45388,109724,RPMI-8226,Dacarbazine,Ifosfamide
38721,109724,RPMI-8226,Mitotane,Ifosfamide
32065,719276,RPMI-8226,Hydroxyurea,Fulvestrant
45923,719276,RPMI-8226,Methoxsalen,Fulvestrant
701852,719276,RPMI-8226,Vorinostat,Fulvestrant
362856,719276,RPMI-8226,Temozolomide,Fulvestrant
122819,719276,RPMI-8226,Teniposide,Fulvestrant
66847,719276,RPMI-8226,Thalidomide,Fulvestrant
82151,719276,RPMI-8226,Daunorubicin hydrochloride,Fulvestrant
123127,719276,RPMI-8226,Doxorubicin hydrochloride,Fulvestrant
125973,719276,RPMI-8226,Paclitaxel,Fulvestrant
141540,719276,RPMI-8226,Etoposide,Fulvestrant
713563,719276,RPMI-8226,Exemestane,Fulvestrant
715055,719276,RPMI-8226,Gefitinib,Fulvestrant
740,719276,RPMI-8226,Methotrexate,Fulvestrant
628503,719276,RPMI-8226,Docetaxel,Fulvestrant
681239,719276,RPMI-8226,Bortezomib,Fulvestrant
241240,719276,RPMI-8226,Carboplatin,Fulvestrant
122758,719276,RPMI-8226,Tretinoin,Fulvestrant
3053,719276,RPMI-8226,Dactinomycin,Fulvestrant
180973,719276,RPMI-8226,Tamoxifen citrate,Fulvestrant
226080,719276,RPMI-8226,Sirolimus,Fulvestrant
67574,719276,RPMI-8226,Vincristine sulfate,Fulvestrant
71423,719276,RPMI-8226,Megestrol acetate,Fulvestrant
3088,719276,RPMI-8226,Chlorambucil,Fulvestrant
26271,719276,RPMI-8226,Cyclophosphamide,Fulvestrant
14229,719276,RPMI-8226,Quinacrine hydrochloride,Fulvestrant
613327,719276,RPMI-8226,Gemcitabine hydrochloride,Fulvestrant
102816,719276,RPMI-8226,Azacitidine,Fulvestrant
279836,719276,RPMI-8226,Mitoxantrone,Fulvestrant
712807,719276,RPMI-8226,Capecitabine,Fulvestrant
63878,719276,RPMI-8226,Cytarabine hydrochloride,Fulvestrant
409962,719276,RPMI-8226,Carmustine,Fulvestrant
718781,719276,RPMI-8226,Erlotinib hydrochloride,Fulvestrant
266046,719276,RPMI-8226,Oxaliplatin,Fulvestrant
1390,719276,RPMI-8226,Allopurinol,Fulvestrant
125066,719276,RPMI-8226,Bleomycin sulfate,Fulvestrant
256942,719276,RPMI-8226,4'-Epiadriamycin,Fulvestrant
27640,719276,RPMI-8226,Floxuridine,Fulvestrant
49842,719276,RPMI-8226,Vinblastine sulfate,Fulvestrant
109724,719276,RPMI-8226,Ifosfamide,Fulvestrant
609699,719276,RPMI-8226,Topotecan hydrochloride,Fulvestrant
750,719276,RPMI-8226,Busulfan,Fulvestrant
119875,719276,RPMI-8226,Cisplatin,Fulvestrant
85998,719276,RPMI-8226,Streptozocin,Fulvestrant
8806,719276,RPMI-8226,Melphalan,Fulvestrant
92859,719276,RPMI-8226,Arsenic trioxide,Fulvestrant
755,719276,RPMI-8226,Mercaptopurine,Fulvestrant
19893,719276,RPMI-8226,Fluorouracil,Fulvestrant
105014,719276,RPMI-8226,Cladribine,Fulvestrant
26980,719276,RPMI-8226,Mitomycin,Fulvestrant
118218,719276,RPMI-8226,Fludarabine,Fulvestrant
127716,719276,RPMI-8226,Decitabine,Fulvestrant
606869,719276,RPMI-8226,Clofarabine,Fulvestrant
256439,719276,RPMI-8226,Idarubicin hydrochloride,Fulvestrant
608210,719276,RPMI-8226,Vinorelbine tartrate,Fulvestrant
6396,719276,RPMI-8226,Thiotepa,Fulvestrant
752,719276,RPMI-8226,Thioguanine,Fulvestrant
698037,719276,RPMI-8226,Pemetrexed Disodium,Fulvestrant
45388,719276,RPMI-8226,Dacarbazine,Fulvestrant
38721,719276,RPMI-8226,Mitotane,Fulvestrant
673596,719276,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Fulvestrant
707389,719276,RPMI-8226,Eribulin mesylate,Fulvestrant
138783,719276,RPMI-8226,Bendamustine hydrochloride,Fulvestrant
32065,609699,RPMI-8226,Hydroxyurea,Topotecan hydrochloride
45923,609699,RPMI-8226,Methoxsalen,Topotecan hydrochloride
362856,609699,RPMI-8226,Temozolomide,Topotecan hydrochloride
122819,609699,RPMI-8226,Teniposide,Topotecan hydrochloride
66847,609699,RPMI-8226,Thalidomide,Topotecan hydrochloride
82151,609699,RPMI-8226,Daunorubicin hydrochloride,Topotecan hydrochloride
123127,609699,RPMI-8226,Doxorubicin hydrochloride,Topotecan hydrochloride
125973,609699,RPMI-8226,Paclitaxel,Topotecan hydrochloride
141540,609699,RPMI-8226,Etoposide,Topotecan hydrochloride
740,609699,RPMI-8226,Methotrexate,Topotecan hydrochloride
241240,609699,RPMI-8226,Carboplatin,Topotecan hydrochloride
122758,609699,RPMI-8226,Tretinoin,Topotecan hydrochloride
3053,609699,RPMI-8226,Dactinomycin,Topotecan hydrochloride
180973,609699,RPMI-8226,Tamoxifen citrate,Topotecan hydrochloride
226080,609699,RPMI-8226,Sirolimus,Topotecan hydrochloride
67574,609699,RPMI-8226,Vincristine sulfate,Topotecan hydrochloride
71423,609699,RPMI-8226,Megestrol acetate,Topotecan hydrochloride
3088,609699,RPMI-8226,Chlorambucil,Topotecan hydrochloride
26271,609699,RPMI-8226,Cyclophosphamide,Topotecan hydrochloride
14229,609699,RPMI-8226,Quinacrine hydrochloride,Topotecan hydrochloride
102816,609699,RPMI-8226,Azacitidine,Topotecan hydrochloride
279836,609699,RPMI-8226,Mitoxantrone,Topotecan hydrochloride
63878,609699,RPMI-8226,Cytarabine hydrochloride,Topotecan hydrochloride
409962,609699,RPMI-8226,Carmustine,Topotecan hydrochloride
266046,609699,RPMI-8226,Oxaliplatin,Topotecan hydrochloride
1390,609699,RPMI-8226,Allopurinol,Topotecan hydrochloride
125066,609699,RPMI-8226,Bleomycin sulfate,Topotecan hydrochloride
256942,609699,RPMI-8226,4'-Epiadriamycin,Topotecan hydrochloride
27640,609699,RPMI-8226,Floxuridine,Topotecan hydrochloride
49842,609699,RPMI-8226,Vinblastine sulfate,Topotecan hydrochloride
109724,609699,RPMI-8226,Ifosfamide,Topotecan hydrochloride
750,609699,RPMI-8226,Busulfan,Topotecan hydrochloride
119875,609699,RPMI-8226,Cisplatin,Topotecan hydrochloride
85998,609699,RPMI-8226,Streptozocin,Topotecan hydrochloride
8806,609699,RPMI-8226,Melphalan,Topotecan hydrochloride
92859,609699,RPMI-8226,Arsenic trioxide,Topotecan hydrochloride
755,609699,RPMI-8226,Mercaptopurine,Topotecan hydrochloride
19893,609699,RPMI-8226,Fluorouracil,Topotecan hydrochloride
105014,609699,RPMI-8226,Cladribine,Topotecan hydrochloride
26980,609699,RPMI-8226,Mitomycin,Topotecan hydrochloride
118218,609699,RPMI-8226,Fludarabine,Topotecan hydrochloride
127716,609699,RPMI-8226,Decitabine,Topotecan hydrochloride
606869,609699,RPMI-8226,Clofarabine,Topotecan hydrochloride
256439,609699,RPMI-8226,Idarubicin hydrochloride,Topotecan hydrochloride
608210,609699,RPMI-8226,Vinorelbine tartrate,Topotecan hydrochloride
6396,609699,RPMI-8226,Thiotepa,Topotecan hydrochloride
752,609699,RPMI-8226,Thioguanine,Topotecan hydrochloride
45388,609699,RPMI-8226,Dacarbazine,Topotecan hydrochloride
38721,609699,RPMI-8226,Mitotane,Topotecan hydrochloride
138783,609699,RPMI-8226,Bendamustine hydrochloride,Topotecan hydrochloride
740,750,RPMI-8226,Methotrexate,Busulfan
32065,719344,RPMI-8226,Hydroxyurea,Anastrozole
45923,719344,RPMI-8226,Methoxsalen,Anastrozole
701852,719344,RPMI-8226,Vorinostat,Anastrozole
362856,719344,RPMI-8226,Temozolomide,Anastrozole
122819,719344,RPMI-8226,Teniposide,Anastrozole
66847,719344,RPMI-8226,Thalidomide,Anastrozole
82151,719344,RPMI-8226,Daunorubicin hydrochloride,Anastrozole
123127,719344,RPMI-8226,Doxorubicin hydrochloride,Anastrozole
125973,719344,RPMI-8226,Paclitaxel,Anastrozole
141540,719344,RPMI-8226,Etoposide,Anastrozole
713563,719344,RPMI-8226,Exemestane,Anastrozole
715055,719344,RPMI-8226,Gefitinib,Anastrozole
740,719344,RPMI-8226,Methotrexate,Anastrozole
628503,719344,RPMI-8226,Docetaxel,Anastrozole
681239,719344,RPMI-8226,Bortezomib,Anastrozole
241240,719344,RPMI-8226,Carboplatin,Anastrozole
122758,719344,RPMI-8226,Tretinoin,Anastrozole
3053,719344,RPMI-8226,Dactinomycin,Anastrozole
180973,719344,RPMI-8226,Tamoxifen citrate,Anastrozole
226080,719344,RPMI-8226,Sirolimus,Anastrozole
67574,719344,RPMI-8226,Vincristine sulfate,Anastrozole
71423,719344,RPMI-8226,Megestrol acetate,Anastrozole
3088,719344,RPMI-8226,Chlorambucil,Anastrozole
26271,719344,RPMI-8226,Cyclophosphamide,Anastrozole
14229,719344,RPMI-8226,Quinacrine hydrochloride,Anastrozole
613327,719344,RPMI-8226,Gemcitabine hydrochloride,Anastrozole
102816,719344,RPMI-8226,Azacitidine,Anastrozole
279836,719344,RPMI-8226,Mitoxantrone,Anastrozole
712807,719344,RPMI-8226,Capecitabine,Anastrozole
63878,719344,RPMI-8226,Cytarabine hydrochloride,Anastrozole
409962,719344,RPMI-8226,Carmustine,Anastrozole
718781,719344,RPMI-8226,Erlotinib hydrochloride,Anastrozole
266046,719344,RPMI-8226,Oxaliplatin,Anastrozole
1390,719344,RPMI-8226,Allopurinol,Anastrozole
125066,719344,RPMI-8226,Bleomycin sulfate,Anastrozole
256942,719344,RPMI-8226,4'-Epiadriamycin,Anastrozole
27640,719344,RPMI-8226,Floxuridine,Anastrozole
49842,719344,RPMI-8226,Vinblastine sulfate,Anastrozole
109724,719344,RPMI-8226,Ifosfamide,Anastrozole
719276,719344,RPMI-8226,Fulvestrant,Anastrozole
609699,719344,RPMI-8226,Topotecan hydrochloride,Anastrozole
750,719344,RPMI-8226,Busulfan,Anastrozole
119875,719344,RPMI-8226,Cisplatin,Anastrozole
85998,719344,RPMI-8226,Streptozocin,Anastrozole
8806,719344,RPMI-8226,Melphalan,Anastrozole
92859,719344,RPMI-8226,Arsenic trioxide,Anastrozole
755,719344,RPMI-8226,Mercaptopurine,Anastrozole
19893,719344,RPMI-8226,Fluorouracil,Anastrozole
105014,719344,RPMI-8226,Cladribine,Anastrozole
26980,719344,RPMI-8226,Mitomycin,Anastrozole
118218,719344,RPMI-8226,Fludarabine,Anastrozole
127716,719344,RPMI-8226,Decitabine,Anastrozole
606869,719344,RPMI-8226,Clofarabine,Anastrozole
256439,719344,RPMI-8226,Idarubicin hydrochloride,Anastrozole
608210,719344,RPMI-8226,Vinorelbine tartrate,Anastrozole
6396,719344,RPMI-8226,Thiotepa,Anastrozole
752,719344,RPMI-8226,Thioguanine,Anastrozole
698037,719344,RPMI-8226,Pemetrexed Disodium,Anastrozole
45388,719344,RPMI-8226,Dacarbazine,Anastrozole
38721,719344,RPMI-8226,Mitotane,Anastrozole
673596,719344,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Anastrozole
707389,719344,RPMI-8226,Eribulin mesylate,Anastrozole
138783,719344,RPMI-8226,Bendamustine hydrochloride,Anastrozole
32065,119875,RPMI-8226,Hydroxyurea,Cisplatin
45923,119875,RPMI-8226,Methoxsalen,Cisplatin
66847,119875,RPMI-8226,Thalidomide,Cisplatin
82151,119875,RPMI-8226,Daunorubicin hydrochloride,Cisplatin
740,119875,RPMI-8226,Methotrexate,Cisplatin
3053,119875,RPMI-8226,Dactinomycin,Cisplatin
67574,119875,RPMI-8226,Vincristine sulfate,Cisplatin
71423,119875,RPMI-8226,Megestrol acetate,Cisplatin
3088,119875,RPMI-8226,Chlorambucil,Cisplatin
26271,119875,RPMI-8226,Cyclophosphamide,Cisplatin
14229,119875,RPMI-8226,Quinacrine hydrochloride,Cisplatin
102816,119875,RPMI-8226,Azacitidine,Cisplatin
63878,119875,RPMI-8226,Cytarabine hydrochloride,Cisplatin
1390,119875,RPMI-8226,Allopurinol,Cisplatin
27640,119875,RPMI-8226,Floxuridine,Cisplatin
49842,119875,RPMI-8226,Vinblastine sulfate,Cisplatin
109724,119875,RPMI-8226,Ifosfamide,Cisplatin
750,119875,RPMI-8226,Busulfan,Cisplatin
85998,119875,RPMI-8226,Streptozocin,Cisplatin
8806,119875,RPMI-8226,Melphalan,Cisplatin
92859,119875,RPMI-8226,Arsenic trioxide,Cisplatin
755,119875,RPMI-8226,Mercaptopurine,Cisplatin
19893,119875,RPMI-8226,Fluorouracil,Cisplatin
105014,119875,RPMI-8226,Cladribine,Cisplatin
26980,119875,RPMI-8226,Mitomycin,Cisplatin
118218,119875,RPMI-8226,Fludarabine,Cisplatin
6396,119875,RPMI-8226,Thiotepa,Cisplatin
752,119875,RPMI-8226,Thioguanine,Cisplatin
45388,119875,RPMI-8226,Dacarbazine,Cisplatin
38721,119875,RPMI-8226,Mitotane,Cisplatin
32065,85998,RPMI-8226,Hydroxyurea,Streptozocin
45923,85998,RPMI-8226,Methoxsalen,Streptozocin
66847,85998,RPMI-8226,Thalidomide,Streptozocin
82151,85998,RPMI-8226,Daunorubicin hydrochloride,Streptozocin
740,85998,RPMI-8226,Methotrexate,Streptozocin
3053,85998,RPMI-8226,Dactinomycin,Streptozocin
67574,85998,RPMI-8226,Vincristine sulfate,Streptozocin
71423,85998,RPMI-8226,Megestrol acetate,Streptozocin
3088,85998,RPMI-8226,Chlorambucil,Streptozocin
26271,85998,RPMI-8226,Cyclophosphamide,Streptozocin
14229,85998,RPMI-8226,Quinacrine hydrochloride,Streptozocin
63878,85998,RPMI-8226,Cytarabine hydrochloride,Streptozocin
1390,85998,RPMI-8226,Allopurinol,Streptozocin
27640,85998,RPMI-8226,Floxuridine,Streptozocin
49842,85998,RPMI-8226,Vinblastine sulfate,Streptozocin
750,85998,RPMI-8226,Busulfan,Streptozocin
8806,85998,RPMI-8226,Melphalan,Streptozocin
755,85998,RPMI-8226,Mercaptopurine,Streptozocin
19893,85998,RPMI-8226,Fluorouracil,Streptozocin
26980,85998,RPMI-8226,Mitomycin,Streptozocin
6396,85998,RPMI-8226,Thiotepa,Streptozocin
752,85998,RPMI-8226,Thioguanine,Streptozocin
45388,85998,RPMI-8226,Dacarbazine,Streptozocin
38721,85998,RPMI-8226,Mitotane,Streptozocin
740,8806,RPMI-8226,Methotrexate,Melphalan
3053,8806,RPMI-8226,Dactinomycin,Melphalan
3088,8806,RPMI-8226,Chlorambucil,Melphalan
1390,8806,RPMI-8226,Allopurinol,Melphalan
750,8806,RPMI-8226,Busulfan,Melphalan
755,8806,RPMI-8226,Mercaptopurine,Melphalan
6396,8806,RPMI-8226,Thiotepa,Melphalan
752,8806,RPMI-8226,Thioguanine,Melphalan
32065,92859,RPMI-8226,Hydroxyurea,Arsenic trioxide
45923,92859,RPMI-8226,Methoxsalen,Arsenic trioxide
66847,92859,RPMI-8226,Thalidomide,Arsenic trioxide
82151,92859,RPMI-8226,Daunorubicin hydrochloride,Arsenic trioxide
740,92859,RPMI-8226,Methotrexate,Arsenic trioxide
3053,92859,RPMI-8226,Dactinomycin,Arsenic trioxide
67574,92859,RPMI-8226,Vincristine sulfate,Arsenic trioxide
71423,92859,RPMI-8226,Megestrol acetate,Arsenic trioxide
3088,92859,RPMI-8226,Chlorambucil,Arsenic trioxide
26271,92859,RPMI-8226,Cyclophosphamide,Arsenic trioxide
14229,92859,RPMI-8226,Quinacrine hydrochloride,Arsenic trioxide
63878,92859,RPMI-8226,Cytarabine hydrochloride,Arsenic trioxide
1390,92859,RPMI-8226,Allopurinol,Arsenic trioxide
27640,92859,RPMI-8226,Floxuridine,Arsenic trioxide
49842,92859,RPMI-8226,Vinblastine sulfate,Arsenic trioxide
750,92859,RPMI-8226,Busulfan,Arsenic trioxide
85998,92859,RPMI-8226,Streptozocin,Arsenic trioxide
8806,92859,RPMI-8226,Melphalan,Arsenic trioxide
755,92859,RPMI-8226,Mercaptopurine,Arsenic trioxide
19893,92859,RPMI-8226,Fluorouracil,Arsenic trioxide
26980,92859,RPMI-8226,Mitomycin,Arsenic trioxide
6396,92859,RPMI-8226,Thiotepa,Arsenic trioxide
752,92859,RPMI-8226,Thioguanine,Arsenic trioxide
45388,92859,RPMI-8226,Dacarbazine,Arsenic trioxide
38721,92859,RPMI-8226,Mitotane,Arsenic trioxide
740,755,RPMI-8226,Methotrexate,Mercaptopurine
750,755,RPMI-8226,Busulfan,Mercaptopurine
752,755,RPMI-8226,Thioguanine,Mercaptopurine
740,19893,RPMI-8226,Methotrexate,Fluorouracil
3053,19893,RPMI-8226,Dactinomycin,Fluorouracil
3088,19893,RPMI-8226,Chlorambucil,Fluorouracil
14229,19893,RPMI-8226,Quinacrine hydrochloride,Fluorouracil
1390,19893,RPMI-8226,Allopurinol,Fluorouracil
750,19893,RPMI-8226,Busulfan,Fluorouracil
8806,19893,RPMI-8226,Melphalan,Fluorouracil
755,19893,RPMI-8226,Mercaptopurine,Fluorouracil
6396,19893,RPMI-8226,Thiotepa,Fluorouracil
752,19893,RPMI-8226,Thioguanine,Fluorouracil
719627,761432,RPMI-8226,Celecoxib,Cabazitaxel
32065,761432,RPMI-8226,Hydroxyurea,Cabazitaxel
45923,761432,RPMI-8226,Methoxsalen,Cabazitaxel
747974,761432,RPMI-8226,Raloxifene hydrochloride,Cabazitaxel
743414,761432,RPMI-8226,Imatinib mesylate,Cabazitaxel
701852,761432,RPMI-8226,Vorinostat,Cabazitaxel
362856,761432,RPMI-8226,Temozolomide,Cabazitaxel
122819,761432,RPMI-8226,Teniposide,Cabazitaxel
66847,761432,RPMI-8226,Thalidomide,Cabazitaxel
82151,761432,RPMI-8226,Daunorubicin hydrochloride,Cabazitaxel
123127,761432,RPMI-8226,Doxorubicin hydrochloride,Cabazitaxel
125973,761432,RPMI-8226,Paclitaxel,Cabazitaxel
141540,761432,RPMI-8226,Etoposide,Cabazitaxel
713563,761432,RPMI-8226,Exemestane,Cabazitaxel
721517,761432,RPMI-8226,Zoledronic acid,Cabazitaxel
715055,761432,RPMI-8226,Gefitinib,Cabazitaxel
740,761432,RPMI-8226,Methotrexate,Cabazitaxel
749226,761432,RPMI-8226,Abiraterone,Cabazitaxel
628503,761432,RPMI-8226,Docetaxel,Cabazitaxel
745750,761432,RPMI-8226,Lapatinib ditosylate,Cabazitaxel
747971,761432,RPMI-8226,Sorafenib tosylate,Cabazitaxel
747972,761432,RPMI-8226,Lenalidomide,Cabazitaxel
681239,761432,RPMI-8226,Bortezomib,Cabazitaxel
241240,761432,RPMI-8226,Carboplatin,Cabazitaxel
122758,761432,RPMI-8226,Tretinoin,Cabazitaxel
3053,761432,RPMI-8226,Dactinomycin,Cabazitaxel
747599,761432,RPMI-8226,Nilotinib,Cabazitaxel
180973,761432,RPMI-8226,Tamoxifen citrate,Cabazitaxel
732517,761432,RPMI-8226,Dasatinib,Cabazitaxel
760766,761432,RPMI-8226,Vandetanib,Cabazitaxel
226080,761432,RPMI-8226,Sirolimus,Cabazitaxel
750690,761432,RPMI-8226,Sunitinib,Cabazitaxel
754143,761432,RPMI-8226,Romidepsin,Cabazitaxel
67574,761432,RPMI-8226,Vincristine sulfate,Cabazitaxel
733504,761432,RPMI-8226,Everolimus,Cabazitaxel
757441,761432,RPMI-8226,Axitinib,Cabazitaxel
756645,761432,RPMI-8226,Crizotinib,Cabazitaxel
761431,761432,RPMI-8226,Vemurafenib,Cabazitaxel
71423,761432,RPMI-8226,Megestrol acetate,Cabazitaxel
3088,761432,RPMI-8226,Chlorambucil,Cabazitaxel
26271,761432,RPMI-8226,Cyclophosphamide,Cabazitaxel
14229,761432,RPMI-8226,Quinacrine hydrochloride,Cabazitaxel
613327,761432,RPMI-8226,Gemcitabine hydrochloride,Cabazitaxel
719345,761432,RPMI-8226,Letrozole,Cabazitaxel
102816,761432,RPMI-8226,Azacitidine,Cabazitaxel
279836,761432,RPMI-8226,Mitoxantrone,Cabazitaxel
712807,761432,RPMI-8226,Capecitabine,Cabazitaxel
63878,761432,RPMI-8226,Cytarabine hydrochloride,Cabazitaxel
409962,761432,RPMI-8226,Carmustine,Cabazitaxel
718781,761432,RPMI-8226,Erlotinib hydrochloride,Cabazitaxel
266046,761432,RPMI-8226,Oxaliplatin,Cabazitaxel
1390,761432,RPMI-8226,Allopurinol,Cabazitaxel
125066,761432,RPMI-8226,Bleomycin sulfate,Cabazitaxel
256942,761432,RPMI-8226,4'-Epiadriamycin,Cabazitaxel
27640,761432,RPMI-8226,Floxuridine,Cabazitaxel
49842,761432,RPMI-8226,Vinblastine sulfate,Cabazitaxel
109724,761432,RPMI-8226,Ifosfamide,Cabazitaxel
719276,761432,RPMI-8226,Fulvestrant,Cabazitaxel
609699,761432,RPMI-8226,Topotecan hydrochloride,Cabazitaxel
750,761432,RPMI-8226,Busulfan,Cabazitaxel
719344,761432,RPMI-8226,Anastrozole,Cabazitaxel
119875,761432,RPMI-8226,Cisplatin,Cabazitaxel
85998,761432,RPMI-8226,Streptozocin,Cabazitaxel
8806,761432,RPMI-8226,Melphalan,Cabazitaxel
92859,761432,RPMI-8226,Arsenic trioxide,Cabazitaxel
755,761432,RPMI-8226,Mercaptopurine,Cabazitaxel
19893,761432,RPMI-8226,Fluorouracil,Cabazitaxel
105014,761432,RPMI-8226,Cladribine,Cabazitaxel
755986,761432,RPMI-8226,Vismodegib,Cabazitaxel
26980,761432,RPMI-8226,Mitomycin,Cabazitaxel
118218,761432,RPMI-8226,Fludarabine,Cabazitaxel
127716,761432,RPMI-8226,Decitabine,Cabazitaxel
606869,761432,RPMI-8226,Clofarabine,Cabazitaxel
256439,761432,RPMI-8226,Idarubicin hydrochloride,Cabazitaxel
608210,761432,RPMI-8226,Vinorelbine tartrate,Cabazitaxel
6396,761432,RPMI-8226,Thiotepa,Cabazitaxel
752,761432,RPMI-8226,Thioguanine,Cabazitaxel
747973,761432,RPMI-8226,Ixabepilone,Cabazitaxel
698037,761432,RPMI-8226,Pemetrexed Disodium,Cabazitaxel
45388,761432,RPMI-8226,Dacarbazine,Cabazitaxel
38721,761432,RPMI-8226,Mitotane,Cabazitaxel
673596,761432,RPMI-8226,7-Ethyl-10-hydroxycamptothecin,Cabazitaxel
737754,761432,RPMI-8226,Pazopanib hydrochloride,Cabazitaxel
707389,761432,RPMI-8226,Eribulin mesylate,Cabazitaxel
138783,761432,RPMI-8226,Bendamustine hydrochloride,Cabazitaxel
